GeneFamily,Sample,Value,Condition
UniRef90_R6YH50|unclassified,Monarch_Wild_252,13.6296407794,Monarch
UniRef90_R6YH50|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R6YH50|unclassified,Monarch_Experiment_254,26.677681906799997,Monarch
UniRef90_R6YH50|unclassified,Monarch_Experiment_255,6.9600942338,Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R6YH50|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,GeneFamily,UniRef90_R7BRJ7|unclassified,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_248,10.6075853806,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_249,101.4992925774,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_251,11.0950324777,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_252,34.0004933257,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_253,9.6397989388,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,GeneFamily,UniRef90_R7BRJ7|unclassified,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_248,10.6075853806,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_249,101.4992925774,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_251,11.0950324777,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_252,34.0004933257,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Wild_253,9.6397989388,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7BRJ7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7BRJ7|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7F791|unclassified,GeneFamily,UniRef90_R7F791|unclassified,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_248,31.5618591195,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_249,79.1477525242,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_251,14.8797805085,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Experiment_254,33.4603429302,Monarch
UniRef90_R7F791|unclassified,Monarch_Experiment_255,21.0199911526,Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7F791|unclassified,GeneFamily,UniRef90_R7F791|unclassified,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_248,31.5618591195,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_249,79.1477525242,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_251,14.8797805085,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7F791|unclassified,Monarch_Experiment_254,33.4603429302,Monarch
UniRef90_R7F791|unclassified,Monarch_Experiment_255,21.0199911526,Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7F791|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,GeneFamily,UniRef90_R7GBF2|unclassified,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_248,15.5945919547,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_249,11.811351966099998,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_250,19.4359796603,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_252,14.683291856099999,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_253,10.1129560568,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Experiment_254,38.8029144992,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,GeneFamily,UniRef90_R7GBF2|unclassified,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_248,15.5945919547,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_249,11.811351966099998,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_250,19.4359796603,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_252,14.683291856099999,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Wild_253,10.1129560568,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Experiment_254,38.8029144992,Monarch
UniRef90_R7GBF2|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7GBF2|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,GeneFamily,UniRef90_R7HMV4|unclassified,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_248,13.1165248736,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_249,7.5943581037,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_251,26.274383448000002,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_252,37.1701059324,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_253,10.2577825825,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Experiment_254,11.6344734072,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Experiment_255,15.754974689900001,Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,GeneFamily,UniRef90_R7HMV4|unclassified,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_248,13.1165248736,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_249,7.5943581037,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_251,26.274383448000002,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_252,37.1701059324,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Wild_253,10.2577825825,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Experiment_254,11.6344734072,Monarch
UniRef90_R7HMV4|unclassified,Monarch_Experiment_255,15.754974689900001,Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7HMV4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,GeneFamily,UniRef90_R7IXM3|unclassified,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_248,14.8761515016,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_249,59.634449181099995,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_250,21.6995627732,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_253,20.650627963599998,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Experiment_254,30.585399979899996,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Experiment_255,17.0956431983,Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,GeneFamily,UniRef90_R7IXM3|unclassified,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_248,14.8761515016,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_249,59.634449181099995,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_250,21.6995627732,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Wild_253,20.650627963599998,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Experiment_254,30.585399979899996,Monarch
UniRef90_R7IXM3|unclassified,Monarch_Experiment_255,17.0956431983,Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7IXM3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,GeneFamily,UniRef90_R7L6W2|unclassified,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_248,9.259284662,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_249,12.9290591938,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_250,7.3065185041,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_251,12.8996214862,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_252,6.4831993403,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_253,3.7105751391000004,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Experiment_254,7.411144484299999,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Experiment_255,20.380677523499998,Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,GeneFamily,UniRef90_R7L6W2|unclassified,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_248,9.259284662,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_249,12.9290591938,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_250,7.3065185041,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_251,12.8996214862,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_252,6.4831993403,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Wild_253,3.7105751391000004,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Experiment_254,7.411144484299999,Monarch
UniRef90_R7L6W2|unclassified,Monarch_Experiment_255,20.380677523499998,Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7L6W2|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,GeneFamily,UniRef90_R7L9E8|unclassified,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_248,15.598959544200001,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_249,11.1557401497,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_250,17.8409845263,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_253,17.8335246801,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Experiment_254,21.1646677205,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Experiment_255,7.802551727899999,Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,GeneFamily,UniRef90_R7L9E8|unclassified,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_248,15.598959544200001,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_249,11.1557401497,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_250,17.8409845263,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Wild_253,17.8335246801,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Experiment_254,21.1646677205,Monarch
UniRef90_R7L9E8|unclassified,Monarch_Experiment_255,7.802551727899999,Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7L9E8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,GeneFamily,UniRef90_R7MAE8|unclassified,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_249,19.5217696504,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_250,12.4904548525,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_251,10.2979153666,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_253,23.5510643329,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Experiment_254,5.9041803240999995,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Experiment_255,16.196337752999998,Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,GeneFamily,UniRef90_R7MAE8|unclassified,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_249,19.5217696504,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_250,12.4904548525,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_251,10.2979153666,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Wild_253,23.5510643329,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Experiment_254,5.9041803240999995,Monarch
UniRef90_R7MAE8|unclassified,Monarch_Experiment_255,16.196337752999998,Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7MAE8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7R538|unclassified,GeneFamily,UniRef90_R7R538|unclassified,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_256,21.995023610300002,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_257,24.6819654292,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_259,37.2542058526,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Wild_260,4.9498919249,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7R538|unclassified,GeneFamily,UniRef90_R7R538|unclassified,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7R538|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_256,21.995023610300002,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_257,24.6819654292,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Experiment_259,37.2542058526,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Wild_260,4.9498919249,No-Monarch
UniRef90_R7R538|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R7R9G6|unclassified,GeneFamily,UniRef90_R7R9G6|unclassified,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_256,17.5438692487,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_257,27.33470662,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_259,39.938425119,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Wild_261,10.527688533400001,No-Monarch
UniRef90_R7R9G6|unclassified,GeneFamily,UniRef90_R7R9G6|unclassified,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R7R9G6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_256,17.5438692487,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_257,27.33470662,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Experiment_259,39.938425119,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R7R9G6|unclassified,NoMonarch_Wild_261,10.527688533400001,No-Monarch
UniRef90_R9IFT9|unclassified,GeneFamily,UniRef90_R9IFT9|unclassified,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_256,12.511102169,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_257,27.0837581382,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_258,31.584636655700002,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_259,17.054992188099998,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IFT9|unclassified,GeneFamily,UniRef90_R9IFT9|unclassified,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IFT9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_256,12.511102169,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_257,27.0837581382,No-Monarch
